Transaction_ID,Date,Day,Time,Hour,Category,Product,Quantity,Unit_Price,Bill_Amount,Payment_Mode,Customer_Type,Discount,Final_Bill,Rating,Is_Weekend
1259,07-07-2026,Tuesday,21:12,21,Beverages,Coffee,1,180,180,Card,Regular,0,180,4.8,No
1260,07-07-2026,Tuesday,14:38,14,Grocery,Flour,5,50,250,Card,Regular,0,250,4.9,No
1261,07-07-2026,Tuesday,15:43,15,Snacks,Chips,1,30,30,UPI,New,0,30,4.2,No
1262,07-07-2026,Tuesday,16:57,16,Household,Cleaner,5,180,900,UPI,Regular,90,810,3.9,No
1263,07-07-2026,Tuesday,15:18,15,Dairy,Butter,5,90,450,UPI,Regular,0,450,4.6,No
1264,07-07-2026,Tuesday,15:42,15,Grocery,Sugar,1,45,45,Card,Regular,0,45,3.6,No
1265,07-07-2026,Tuesday,17:18,17,Beverages,Juice,4,80,320,Card,Regular,0,320,3.7,No
1266,07-07-2026,Tuesday,15:46,15,Grocery,Sugar,3,45,135,Cash,New,0,135,3.6,No
1267,07-07-2026,Tuesday,14:00,14,Dairy,Cheese,2,140,280,UPI,Regular,0,280,3.6,No
1268,07-07-2026,Tuesday,16:18,16,Grocery,Flour,1,50,50,Cash,New,0,50,3.6,No
1269,07-07-2026,Tuesday,17:02,17,Dairy,Milk,4,55,220,UPI,Regular,0,220,4.3,No
1270,07-07-2026,Tuesday,13:02,13,Grocery,Flour,5,50,250,UPI,Regular,0,250,4.2,No
1271,07-07-2026,Tuesday,15:25,15,Grocery,Flour,1,50,50,UPI,Regular,0,50,4.3,No
1272,07-07-2026,Tuesday,14:15,14,Dairy,Milk,5,55,275,UPI,Regular,0,275,4,No
1273,07-07-2026,Tuesday,21:23,21,Household,Tissue,5,60,300,Cash,Regular,0,300,3.6,No
1274,07-07-2026,Tuesday,15:35,15,Snacks,Chips,2,30,60,UPI,Regular,0,60,3.6,No
1275,07-07-2026,Tuesday,17:18,17,Beverages,Juice,2,80,160,UPI,Regular,0,160,3.8,No
1276,07-07-2026,Tuesday,13:06,13,Beverages,Juice,5,80,400,UPI,Regular,0,400,3.8,No
1277,07-07-2026,Tuesday,11:53,11,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.4,No
1278,07-07-2026,Tuesday,19:54,19,Dairy,Butter,1,90,90,UPI,Regular,0,90,4.8,No
1279,07-07-2026,Tuesday,15:28,15,Grocery,Flour,1,50,50,Card,Regular,0,50,4.7,No
1280,07-07-2026,Tuesday,16:01,16,Grocery,Sugar,2,45,90,Cash,Regular,0,90,3.6,No
1281,07-07-2026,Tuesday,17:42,17,Snacks,Chips,2,30,60,UPI,Regular,0,60,3.9,No
1282,07-07-2026,Tuesday,17:18,17,Dairy,Cheese,4,140,560,UPI,New,56,504,3.8,No
1283,07-07-2026,Tuesday,19:04,19,Grocery,Sugar,2,45,90,Cash,Regular,0,90,4.4,No
1284,07-07-2026,Tuesday,16:35,16,Household,Cleaner,2,180,360,UPI,Regular,0,360,5,No
1285,07-07-2026,Tuesday,13:28,13,Snacks,Biscuits,2,40,80,UPI,Regular,0,80,3.9,No
1286,07-07-2026,Tuesday,16:20,16,Dairy,Cheese,3,140,420,Cash,Regular,0,420,4.3,No
1287,07-07-2026,Tuesday,17:42,17,Dairy,Milk,4,55,220,Card,New,0,220,4.1,No
1288,07-07-2026,Tuesday,09:38,9,Beverages,Coffee,4,180,720,UPI,Regular,72,648,4.7,No
1289,07-07-2026,Tuesday,15:44,15,Household,Tissue,5,60,300,Card,New,0,300,4.9,No
1290,07-07-2026,Tuesday,14:44,14,Beverages,Coffee,1,180,180,UPI,New,0,180,3.9,No
1291,07-07-2026,Tuesday,16:12,16,Snacks,Chips,2,30,60,UPI,Regular,0,60,3.7,No
1292,07-07-2026,Tuesday,17:08,17,Grocery,Rice,4,60,240,UPI,Regular,0,240,3.8,No
1293,07-07-2026,Tuesday,18:38,18,Beverages,Coffee,4,180,720,Card,Regular,72,648,4.2,No
1294,07-07-2026,Tuesday,14:23,14,Snacks,Chips,5,30,150,UPI,Regular,0,150,3.9,No
1295,07-07-2026,Tuesday,17:37,17,Dairy,Milk,3,55,165,UPI,Regular,0,165,4.5,No
1296,07-07-2026,Tuesday,16:47,16,Grocery,Flour,1,50,50,Card,Regular,0,50,3.9,No
1297,07-07-2026,Tuesday,14:26,14,Beverages,Coffee,3,180,540,UPI,Regular,54,486,4.9,No
1298,07-07-2026,Tuesday,16:11,16,Snacks,Chips,5,30,150,Cash,New,0,150,3.9,No
1299,07-07-2026,Tuesday,14:28,14,Grocery,Sugar,5,45,225,UPI,Regular,0,225,4.9,No
1300,07-07-2026,Tuesday,16:25,16,Dairy,Cheese,5,140,700,Cash,Regular,70,630,4.3,No
1301,08-07-2026,Wednesday,17:36,17,Snacks,Namkeen,1,70,70,UPI,Regular,0,70,4.5,No
1302,08-07-2026,Wednesday,15:41,15,Snacks,Namkeen,3,70,210,Cash,New,0,210,3.7,No
1303,08-07-2026,Wednesday,15:15,15,Snacks,Biscuits,4,40,160,UPI,New,0,160,4.8,No
1304,08-07-2026,Wednesday,15:38,15,Beverages,Tea,4,120,480,Card,Regular,0,480,4.2,No
1305,08-07-2026,Wednesday,15:41,15,Beverages,Coffee,4,180,720,UPI,Regular,72,648,4.1,No
1306,08-07-2026,Wednesday,15:30,15,Grocery,Flour,3,50,150,Cash,Regular,0,150,4.2,No
1307,08-07-2026,Wednesday,09:03,9,Dairy,Cheese,3,140,420,Card,Regular,0,420,4.3,No
1308,08-07-2026,Wednesday,15:30,15,Dairy,Butter,3,90,270,UPI,New,0,270,3.7,No
1309,08-07-2026,Wednesday,16:22,16,Snacks,Biscuits,5,40,200,Cash,Regular,0,200,4.1,No
1310,08-07-2026,Wednesday,17:22,17,Snacks,Biscuits,3,40,120,UPI,New,0,120,4.2,No
1311,08-07-2026,Wednesday,09:57,9,Beverages,Tea,4,120,480,Card,New,0,480,3.5,No
1312,08-07-2026,Wednesday,17:18,17,Beverages,Tea,4,120,480,UPI,Regular,0,480,4.1,No
1313,08-07-2026,Wednesday,19:33,19,Snacks,Biscuits,2,40,80,Card,New,0,80,4.8,No
1314,08-07-2026,Wednesday,13:47,13,Snacks,Namkeen,3,70,210,UPI,Regular,0,210,4,No
1315,08-07-2026,Wednesday,15:22,15,Grocery,Sugar,5,45,225,Card,New,0,225,4.7,No
1316,08-07-2026,Wednesday,15:02,15,Dairy,Milk,1,55,55,UPI,Regular,0,55,5,No
1317,08-07-2026,Wednesday,15:19,15,Grocery,Flour,3,50,150,Cash,New,0,150,3.9,No
1318,08-07-2026,Wednesday,10:26,10,Dairy,Butter,5,90,450,UPI,Regular,0,450,4.3,No
1319,08-07-2026,Wednesday,16:47,16,Beverages,Tea,4,120,480,UPI,New,0,480,3.9,No
1320,08-07-2026,Wednesday,15:10,15,Household,Tissue,3,60,180,Card,Regular,0,180,4.8,No
1321,08-07-2026,Wednesday,10:05,10,Snacks,Chips,5,30,150,Cash,New,0,150,4.4,No
1322,08-07-2026,Wednesday,17:04,17,Household,Tissue,2,60,120,Cash,New,0,120,4.5,No
1323,08-07-2026,Wednesday,15:16,15,Grocery,Rice,3,60,180,Card,Regular,0,180,4.7,No
1324,08-07-2026,Wednesday,15:00,15,Beverages,Tea,3,120,360,UPI,Regular,0,360,4.7,No
1325,08-07-2026,Wednesday,14:41,14,Household,Tissue,2,60,120,UPI,New,0,120,4,No
1326,08-07-2026,Wednesday,12:05,12,Grocery,Flour,1,50,50,UPI,New,0,50,4.2,No
1327,08-07-2026,Wednesday,16:13,16,Grocery,Rice,1,60,60,Card,Regular,0,60,4.8,No
1328,08-07-2026,Wednesday,14:49,14,Beverages,Coffee,3,180,540,UPI,Regular,54,486,4.1,No
1329,08-07-2026,Wednesday,14:23,14,Grocery,Sugar,1,45,45,Card,Regular,0,45,4.7,No
1330,08-07-2026,Wednesday,17:35,17,Household,Cleaner,4,180,720,Card,Regular,72,648,3.7,No
1331,08-07-2026,Wednesday,17:05,17,Beverages,Juice,1,80,80,UPI,New,0,80,4.6,No
1332,08-07-2026,Wednesday,18:15,18,Dairy,Milk,4,55,220,UPI,Regular,0,220,3.7,No
1333,08-07-2026,Wednesday,17:39,17,Beverages,Coffee,1,180,180,Cash,Regular,0,180,3.5,No
1334,08-07-2026,Wednesday,11:32,11,Beverages,Tea,2,120,240,Card,Regular,0,240,4.5,No
1335,08-07-2026,Wednesday,14:37,14,Dairy,Butter,1,90,90,UPI,New,0,90,4.2,No
1336,08-07-2026,Wednesday,16:45,16,Beverages,Coffee,4,180,720,Card,Regular,72,648,4.6,No
1337,08-07-2026,Wednesday,14:33,14,Beverages,Tea,3,120,360,UPI,New,0,360,4.8,No
1338,08-07-2026,Wednesday,16:48,16,Dairy,Milk,2,55,110,UPI,Regular,0,110,4.3,No
1339,08-07-2026,Wednesday,14:29,14,Grocery,Sugar,5,45,225,Cash,New,0,225,4.4,No
1340,08-07-2026,Wednesday,17:32,17,Snacks,Namkeen,3,70,210,UPI,Regular,0,210,4.4,No
1341,08-07-2026,Wednesday,15:35,15,Dairy,Milk,2,55,110,UPI,Regular,0,110,3.6,No
1342,08-07-2026,Wednesday,14:04,14,Grocery,Rice,1,60,60,Card,Regular,0,60,4.6,No
1343,08-07-2026,Wednesday,16:47,16,Snacks,Chips,2,30,60,Card,New,0,60,4.9,No
1344,08-07-2026,Wednesday,15:32,15,Grocery,Flour,1,50,50,UPI,New,0,50,4.4,No
1345,08-07-2026,Wednesday,15:18,15,Grocery,Rice,5,60,300,UPI,Regular,0,300,4.6,No
1346,08-07-2026,Wednesday,16:58,16,Grocery,Sugar,4,45,180,UPI,Regular,0,180,4.8,No
1347,08-07-2026,Wednesday,13:24,13,Grocery,Flour,1,50,50,UPI,Regular,0,50,4.2,No
1348,08-07-2026,Wednesday,14:16,14,Snacks,Biscuits,3,40,120,Card,Regular,0,120,4,No
1349,08-07-2026,Wednesday,14:52,14,Grocery,Flour,2,50,100,UPI,Regular,0,100,4.3,No
1350,08-07-2026,Wednesday,17:33,17,Beverages,Coffee,3,180,540,Card,Regular,54,486,4.5,No
1351,08-07-2026,Wednesday,15:32,15,Grocery,Rice,1,60,60,Card,Regular,0,60,5,No
1352,08-07-2026,Wednesday,15:06,15,Beverages,Tea,4,120,480,UPI,New,0,480,3.9,No
1353,08-07-2026,Wednesday,19:59,19,Snacks,Chips,5,30,150,Card,New,0,150,5,No
1354,08-07-2026,Wednesday,09:46,9,Grocery,Rice,4,60,240,Card,Regular,0,240,5,No
1355,08-07-2026,Wednesday,14:18,14,Dairy,Cheese,3,140,420,Card,Regular,0,420,3.7,No
1356,08-07-2026,Wednesday,14:05,14,Beverages,Juice,5,80,400,UPI,Regular,0,400,4.6,No
1357,08-07-2026,Wednesday,16:50,16,Snacks,Namkeen,3,70,210,Card,Regular,0,210,3.9,No
1358,08-07-2026,Wednesday,15:22,15,Grocery,Flour,2,50,100,Card,Regular,0,100,4.1,No
1359,08-07-2026,Wednesday,12:15,12,Dairy,Butter,5,90,450,Card,Regular,0,450,4.4,No
1360,08-07-2026,Wednesday,17:18,17,Beverages,Coffee,5,180,900,UPI,Regular,90,810,4,No
1361,08-07-2026,Wednesday,16:26,16,Dairy,Milk,1,55,55,UPI,New,0,55,5,No
1362,08-07-2026,Wednesday,17:41,17,Household,Tissue,2,60,120,Card,Regular,0,120,4,No
1363,08-07-2026,Wednesday,17:42,17,Dairy,Milk,3,55,165,Cash,Regular,0,165,4.2,No
1364,08-07-2026,Wednesday,16:55,16,Grocery,Flour,5,50,250,UPI,New,0,250,4.1,No
1365,08-07-2026,Wednesday,11:45,11,Grocery,Flour,3,50,150,Card,Regular,0,150,3.9,No
1366,08-07-2026,Wednesday,11:31,11,Dairy,Butter,2,90,180,UPI,New,0,180,3.8,No
1367,08-07-2026,Wednesday,15:19,15,Beverages,Coffee,1,180,180,Card,Regular,0,180,4.8,No
1368,08-07-2026,Wednesday,16:23,16,Snacks,Namkeen,3,70,210,UPI,Regular,0,210,4.6,No
1369,08-07-2026,Wednesday,14:09,14,Grocery,Flour,1,50,50,Card,New,0,50,3.7,No
1370,08-07-2026,Wednesday,20:56,20,Grocery,Rice,5,60,300,UPI,Regular,0,300,4.3,No
1371,08-07-2026,Wednesday,16:21,16,Snacks,Biscuits,5,40,200,UPI,Regular,0,200,4.8,No
1372,08-07-2026,Wednesday,17:38,17,Beverages,Tea,1,120,120,UPI,New,0,120,4.1,No
1373,08-07-2026,Wednesday,16:50,16,Beverages,Juice,3,80,240,UPI,Regular,0,240,3.8,No
1374,08-07-2026,Wednesday,16:36,16,Beverages,Coffee,1,180,180,UPI,Regular,0,180,4.8,No
1375,08-07-2026,Wednesday,11:58,11,Grocery,Flour,2,50,100,UPI,Regular,0,100,4.4,No
1376,08-07-2026,Wednesday,17:36,17,Grocery,Flour,2,50,100,UPI,New,0,100,4.1,No
1377,08-07-2026,Wednesday,16:42,16,Grocery,Flour,1,50,50,Card,Regular,0,50,4.6,No
1378,08-07-2026,Wednesday,14:40,14,Grocery,Rice,3,60,180,Card,New,0,180,4.7,No
1379,08-07-2026,Wednesday,17:04,17,Grocery,Flour,4,50,200,Cash,Regular,0,200,4.5,No
1380,08-07-2026,Wednesday,17:42,17,Dairy,Milk,2,55,110,Cash,Regular,0,110,4.3,No
1381,08-07-2026,Wednesday,09:53,9,Snacks,Chips,5,30,150,UPI,Regular,0,150,4.6,No
1382,08-07-2026,Wednesday,09:34,9,Dairy,Milk,5,55,275,UPI,New,0,275,4.7,No
1383,08-07-2026,Wednesday,15:59,15,Beverages,Juice,5,80,400,Card,Regular,0,400,4.6,No
1384,08-07-2026,Wednesday,16:35,16,Grocery,Flour,3,50,150,Card,New,0,150,3.6,No
1385,08-07-2026,Wednesday,16:14,16,Snacks,Chips,4,30,120,Cash,New,0,120,4.8,No
1386,08-07-2026,Wednesday,16:25,16,Beverages,Coffee,3,180,540,Card,Regular,54,486,4.5,No
1387,08-07-2026,Wednesday,09:39,9,Grocery,Flour,4,50,200,Card,Regular,0,200,4.6,No
1388,08-07-2026,Wednesday,16:42,16,Snacks,Biscuits,2,40,80,Card,New,0,80,4.6,No
1389,08-07-2026,Wednesday,15:41,15,Dairy,Cheese,5,140,700,UPI,New,70,630,4.1,No
1390,08-07-2026,Wednesday,16:32,16,Grocery,Flour,1,50,50,UPI,Regular,0,50,4.3,No
1391,08-07-2026,Wednesday,15:02,15,Household,Cleaner,1,180,180,UPI,New,0,180,3.8,No
1392,08-07-2026,Wednesday,15:00,15,Beverages,Juice,3,80,240,UPI,Regular,0,240,4.1,No
1393,08-07-2026,Wednesday,17:42,17,Beverages,Coffee,4,180,720,Cash,Regular,72,648,3.6,No
1394,08-07-2026,Wednesday,16:50,16,Snacks,Namkeen,3,70,210,UPI,Regular,0,210,3.8,No
1395,08-07-2026,Wednesday,14:00,14,Snacks,Namkeen,4,70,280,UPI,New,0,280,3.9,No
1396,08-07-2026,Wednesday,17:57,17,Snacks,Biscuits,5,40,200,Card,New,0,200,4.5,No
1397,08-07-2026,Wednesday,17:39,17,Beverages,Juice,4,80,320,Cash,Regular,0,320,4.3,No
1398,08-07-2026,Wednesday,14:37,14,Dairy,Milk,1,55,55,UPI,Regular,0,55,4.2,No
1399,08-07-2026,Wednesday,15:22,15,Snacks,Namkeen,4,70,280,UPI,New,0,280,4,No
1400,08-07-2026,Wednesday,10:07,10,Beverages,Tea,5,120,600,UPI,New,60,540,3.9,No
1401,08-07-2026,Wednesday,14:38,14,Snacks,Namkeen,2,70,140,Card,New,0,140,4,No
1402,08-07-2026,Wednesday,17:39,17,Beverages,Coffee,4,180,720,UPI,New,72,648,4,No
1403,08-07-2026,Wednesday,15:20,15,Beverages,Juice,2,80,160,UPI,Regular,0,160,4,No
1404,08-07-2026,Wednesday,09:56,9,Grocery,Flour,3,50,150,UPI,Regular,0,150,4.3,No
1405,08-07-2026,Wednesday,12:53,12,Household,Cleaner,2,180,360,UPI,New,0,360,4.5,No
1406,08-07-2026,Wednesday,18:15,18,Dairy,Milk,2,55,110,Cash,Regular,0,110,4.9,No
1407,08-07-2026,Wednesday,14:35,14,Snacks,Biscuits,1,40,40,Card,Regular,0,40,3.6,No
1408,08-07-2026,Wednesday,11:15,11,Snacks,Chips,5,30,150,UPI,New,0,150,3.5,No
1409,08-07-2026,Wednesday,16:10,16,Household,Tissue,2,60,120,UPI,Regular,0,120,4.9,No
1410,08-07-2026,Wednesday,15:14,15,Snacks,Chips,4,30,120,Card,Regular,0,120,4.1,No
1411,08-07-2026,Wednesday,09:57,9,Grocery,Flour,1,50,50,UPI,New,0,50,4.4,No
1412,08-07-2026,Wednesday,19:22,19,Dairy,Butter,3,90,270,Cash,Regular,0,270,4.1,No
1413,08-07-2026,Wednesday,20:45,20,Beverages,Coffee,4,180,720,Cash,New,72,648,3.9,No
1414,08-07-2026,Wednesday,14:26,14,Household,Cleaner,1,180,180,UPI,Regular,0,180,3.8,No
1415,08-07-2026,Wednesday,14:24,14,Beverages,Coffee,4,180,720,UPI,Regular,72,648,4.1,No
1416,08-07-2026,Wednesday,15:12,15,Beverages,Juice,4,80,320,Cash,Regular,0,320,4.4,No
1417,08-07-2026,Wednesday,14:55,14,Snacks,Biscuits,3,40,120,UPI,New,0,120,4.2,No
1418,08-07-2026,Wednesday,14:20,14,Snacks,Biscuits,5,40,200,Cash,Regular,0,200,4.3,No
1419,08-07-2026,Wednesday,16:35,16,Beverages,Tea,4,120,480,UPI,Regular,0,480,4.6,No
1420,08-07-2026,Wednesday,15:37,15,Grocery,Flour,4,50,200,Card,Regular,0,200,3.6,No
1421,08-07-2026,Wednesday,21:47,21,Beverages,Coffee,1,180,180,Card,Regular,0,180,4,No
1422,08-07-2026,Wednesday,14:19,14,Household,Cleaner,1,180,180,UPI,New,0,180,3.6,No
1423,08-07-2026,Wednesday,20:56,20,Grocery,Flour,2,50,100,UPI,Regular,0,100,4.8,No
1424,08-07-2026,Wednesday,15:08,15,Dairy,Milk,2,55,110,Card,New,0,110,3.7,No
1425,08-07-2026,Wednesday,14:27,14,Grocery,Rice,1,60,60,Cash,New,0,60,3.6,No
1426,08-07-2026,Wednesday,09:25,9,Dairy,Cheese,4,140,560,Card,Regular,56,504,4.9,No
1427,08-07-2026,Wednesday,16:20,16,Dairy,Butter,3,90,270,Card,New,0,270,3.7,No
1428,08-07-2026,Wednesday,17:02,17,Grocery,Rice,5,60,300,UPI,New,0,300,4,No
1429,08-07-2026,Wednesday,10:12,10,Beverages,Juice,3,80,240,Cash,Regular,0,240,4.6,No
1430,08-07-2026,Wednesday,15:55,15,Beverages,Coffee,5,180,900,UPI,Regular,90,810,3.5,No
1431,08-07-2026,Wednesday,17:06,17,Dairy,Milk,4,55,220,Cash,Regular,0,220,4,No
1432,08-07-2026,Wednesday,17:15,17,Grocery,Sugar,4,45,180,UPI,New,0,180,3.5,No
1433,08-07-2026,Wednesday,17:11,17,Grocery,Flour,5,50,250,UPI,Regular,0,250,3.8,No
1434,08-07-2026,Wednesday,09:22,9,Household,Detergent,5,220,1100,UPI,Regular,110,990,4.6,No
1435,08-07-2026,Wednesday,14:33,14,Grocery,Flour,3,50,150,Card,New,0,150,3.9,No
1436,08-07-2026,Wednesday,15:07,15,Household,Detergent,3,220,660,UPI,Regular,66,594,4.8,No
1437,08-07-2026,Wednesday,16:42,16,Snacks,Biscuits,4,40,160,UPI,Regular,0,160,4.3,No
1438,08-07-2026,Wednesday,17:26,17,Beverages,Juice,3,80,240,UPI,New,0,240,4.8,No
1439,08-07-2026,Wednesday,17:04,17,Grocery,Flour,5,50,250,UPI,New,0,250,3.7,No
1440,08-07-2026,Wednesday,13:09,13,Grocery,Flour,5,50,250,UPI,Regular,0,250,4.6,No
1441,08-07-2026,Wednesday,13:52,13,Dairy,Butter,4,90,360,Card,Regular,0,360,4.1,No
1442,08-07-2026,Wednesday,16:59,16,Grocery,Flour,2,50,100,UPI,Regular,0,100,4.3,No
1443,08-07-2026,Wednesday,16:57,16,Household,Tissue,1,60,60,Card,New,0,60,4.1,No
1444,08-07-2026,Wednesday,09:15,9,Beverages,Coffee,2,180,360,UPI,New,0,360,4.7,No
1445,08-07-2026,Wednesday,14:42,14,Snacks,Biscuits,4,40,160,UPI,Regular,0,160,4.8,No
1446,08-07-2026,Wednesday,17:33,17,Beverages,Coffee,1,180,180,UPI,New,0,180,3.5,No
1447,08-07-2026,Wednesday,14:39,14,Household,Tissue,2,60,120,UPI,New,0,120,4.1,No
1448,08-07-2026,Wednesday,15:34,15,Beverages,Juice,3,80,240,Card,New,0,240,4.3,No
1449,08-07-2026,Wednesday,13:36,13,Beverages,Tea,5,120,600,UPI,Regular,60,540,4.4,No
1450,08-07-2026,Wednesday,18:00,18,Grocery,Sugar,5,45,225,UPI,Regular,0,225,3.8,No
1451,08-07-2026,Wednesday,15:29,15,Grocery,Rice,2,60,120,UPI,Regular,0,120,4.3,No
1452,08-07-2026,Wednesday,16:25,16,Dairy,Cheese,2,140,280,Cash,Regular,0,280,4.8,No
1453,08-07-2026,Wednesday,16:01,16,Snacks,Biscuits,2,40,80,UPI,Regular,0,80,4,No
1454,08-07-2026,Wednesday,09:56,9,Grocery,Rice,5,60,300,UPI,New,0,300,3.5,No
1455,08-07-2026,Wednesday,17:02,17,Grocery,Flour,3,50,150,UPI,New,0,150,4.6,No
1456,08-07-2026,Wednesday,15:01,15,Grocery,Flour,5,50,250,UPI,Regular,0,250,3.8,No
1457,08-07-2026,Wednesday,21:57,21,Dairy,Butter,5,90,450,UPI,Regular,0,450,3.8,No
1458,08-07-2026,Wednesday,14:40,14,Snacks,Chips,1,30,30,Card,New,0,30,4.5,No
1459,08-07-2026,Wednesday,16:41,16,Beverages,Coffee,4,180,720,Card,New,72,648,4.2,No
1460,08-07-2026,Wednesday,16:32,16,Snacks,Chips,1,30,30,UPI,New,0,30,4.6,No
1461,08-07-2026,Wednesday,14:53,14,Snacks,Namkeen,5,70,350,Card,New,0,350,4.9,No
1462,08-07-2026,Wednesday,17:02,17,Grocery,Rice,5,60,300,UPI,Regular,0,300,4.2,No
1463,08-07-2026,Wednesday,15:35,15,Household,Detergent,1,220,220,UPI,New,0,220,4.2,No
1464,08-07-2026,Wednesday,17:43,17,Household,Detergent,3,220,660,Card,Regular,66,594,4.9,No
1465,08-07-2026,Wednesday,17:12,17,Dairy,Butter,5,90,450,Cash,New,0,450,3.6,No
1466,08-07-2026,Wednesday,15:54,15,Grocery,Flour,2,50,100,UPI,Regular,0,100,3.9,No
1467,08-07-2026,Wednesday,12:37,12,Grocery,Flour,1,50,50,Card,Regular,0,50,4.4,No
1468,08-07-2026,Wednesday,16:09,16,Dairy,Butter,1,90,90,Card,New,0,90,4.8,No
1469,08-07-2026,Wednesday,16:25,16,Beverages,Tea,5,120,600,Card,New,60,540,3.8,No
1470,08-07-2026,Wednesday,14:45,14,Snacks,Namkeen,5,70,350,UPI,Regular,0,350,3.7,No
1471,08-07-2026,Wednesday,17:15,17,Snacks,Biscuits,1,40,40,UPI,New,0,40,3.6,No
1472,08-07-2026,Wednesday,16:11,16,Beverages,Coffee,2,180,360,Card,Regular,0,360,4.1,No
1473,08-07-2026,Wednesday,14:24,14,Dairy,Milk,1,55,55,UPI,Regular,0,55,4.2,No
1474,08-07-2026,Wednesday,16:09,16,Household,Cleaner,3,180,540,UPI,Regular,54,486,3.6,No
1475,08-07-2026,Wednesday,19:38,19,Grocery,Flour,4,50,200,UPI,Regular,0,200,4.3,No
1476,08-07-2026,Wednesday,17:32,17,Snacks,Chips,1,30,30,UPI,Regular,0,30,4.8,No
1477,08-07-2026,Wednesday,13:14,13,Snacks,Chips,5,30,150,UPI,Regular,0,150,3.7,No
1478,08-07-2026,Wednesday,16:17,16,Snacks,Chips,4,30,120,Cash,New,0,120,5,No
1479,08-07-2026,Wednesday,14:38,14,Dairy,Butter,1,90,90,UPI,Regular,0,90,4,No
1480,08-07-2026,Wednesday,19:39,19,Dairy,Milk,3,55,165,UPI,Regular,0,165,3.6,No
1481,08-07-2026,Wednesday,18:49,18,Beverages,Juice,3,80,240,UPI,Regular,0,240,4.6,No
1482,08-07-2026,Wednesday,14:52,14,Grocery,Rice,2,60,120,Card,Regular,0,120,3.7,No
1483,08-07-2026,Wednesday,14:31,14,Grocery,Flour,1,50,50,UPI,Regular,0,50,4.5,No
1484,08-07-2026,Wednesday,14:06,14,Grocery,Rice,1,60,60,UPI,Regular,0,60,4.7,No
1485,08-07-2026,Wednesday,16:22,16,Dairy,Cheese,2,140,280,UPI,Regular,0,280,3.9,No
1486,08-07-2026,Wednesday,14:33,14,Grocery,Rice,4,60,240,UPI,Regular,0,240,4.1,No
1487,08-07-2026,Wednesday,15:13,15,Household,Tissue,5,60,300,Card,New,0,300,3.8,No
1488,08-07-2026,Wednesday,17:36,17,Grocery,Sugar,3,45,135,Card,Regular,0,135,3.7,No
1489,08-07-2026,Wednesday,11:33,11,Grocery,Sugar,4,45,180,Cash,New,0,180,4,No
1490,08-07-2026,Wednesday,18:28,18,Grocery,Rice,3,60,180,UPI,Regular,0,180,3.6,No
1491,09-07-2026,Thursday,17:05,17,Grocery,Flour,5,50,250,UPI,New,0,250,3.6,No
1492,09-07-2026,Thursday,14:07,14,Dairy,Butter,3,90,270,UPI,Regular,0,270,4,No
1493,09-07-2026,Thursday,14:55,14,Grocery,Rice,5,60,300,UPI,Regular,0,300,3.7,No
1494,09-07-2026,Thursday,10:27,10,Grocery,Sugar,4,45,180,UPI,Regular,0,180,4.6,No
1495,09-07-2026,Thursday,14:53,14,Grocery,Rice,3,60,180,UPI,Regular,0,180,3.7,No
1496,09-07-2026,Thursday,15:31,15,Grocery,Flour,5,50,250,UPI,Regular,0,250,4.9,No
1497,09-07-2026,Thursday,14:54,14,Snacks,Namkeen,2,70,140,Card,New,0,140,3.9,No
1498,09-07-2026,Thursday,18:39,18,Snacks,Chips,2,30,60,Card,Regular,0,60,4.8,No
1499,09-07-2026,Thursday,16:51,16,Snacks,Chips,5,30,150,UPI,New,0,150,4.5,No
1500,09-07-2026,Thursday,09:05,9,Household,Detergent,5,220,1100,Card,Regular,110,990,4.4,No
1501,09-07-2026,Thursday,16:12,16,Beverages,Coffee,2,180,360,Cash,Regular,0,360,4.2,No
1502,09-07-2026,Thursday,16:55,16,Grocery,Flour,3,50,150,Cash,New,0,150,4.8,No
1503,09-07-2026,Thursday,14:32,14,Household,Detergent,4,220,880,Card,New,88,792,4.5,No
1504,09-07-2026,Thursday,12:25,12,Snacks,Chips,1,30,30,UPI,Regular,0,30,3.6,No
1505,09-07-2026,Thursday,15:52,15,Beverages,Juice,4,80,320,Cash,Regular,0,320,4.4,No
1506,09-07-2026,Thursday,17:09,17,Beverages,Tea,5,120,600,UPI,Regular,60,540,4.2,No
1507,09-07-2026,Thursday,16:13,16,Household,Detergent,3,220,660,Card,New,66,594,5,No
1508,09-07-2026,Thursday,14:35,14,Grocery,Flour,2,50,100,Cash,New,0,100,4.3,No
1509,09-07-2026,Thursday,17:52,17,Grocery,Flour,2,50,100,UPI,New,0,100,3.7,No
1510,09-07-2026,Thursday,15:56,15,Snacks,Namkeen,5,70,350,UPI,Regular,0,350,3.8,No
1511,09-07-2026,Thursday,20:09,20,Snacks,Chips,3,30,90,UPI,Regular,0,90,4.6,No
1512,09-07-2026,Thursday,10:18,10,Snacks,Biscuits,5,40,200,Cash,Regular,0,200,4,No
1513,09-07-2026,Thursday,09:33,9,Grocery,Rice,4,60,240,Card,Regular,0,240,4.2,No
1514,09-07-2026,Thursday,15:06,15,Grocery,Sugar,1,45,45,Card,Regular,0,45,4.5,No
1515,09-07-2026,Thursday,15:33,15,Grocery,Flour,5,50,250,UPI,Regular,0,250,4.1,No
